Border,Date,Measure,Value,Average
US-Canada Border,04/01/2008 12:00:00 AM,Bus Passengers,263155,162064.0
US-Mexico Border,04/01/2008 12:00:00 AM,Train Passengers,2561,1000.0
US-Mexico Border,04/01/2008 12:00:00 AM,Pedestrians,3717019,3120322.0
US-Mexico Border,04/01/2008 12:00:00 AM,Truck Containers Empty,163629,106850.0
US-Mexico Border,03/01/2008 12:00:00 AM,Truck Containers Empty,145937,106850.0
US-Canada Border,03/01/2008 12:00:00 AM,Rail Containers Full,119579,31860.0
US-Canada Border,03/01/2008 12:00:00 AM,Bus Passengers,244614,162064.0
US-Canada Border,03/01/2008 12:00:00 AM,Personal Vehicles,2243980,2489564.0
US-Mexico Border,03/01/2008 12:00:00 AM,Truck Containers Full,258155,134187.0
US-Canada Border,03/01/2008 12:00:00 AM,Rail Containers Empty,48494,9791.0
US-Canada Border,03/01/2008 12:00:00 AM,Pedestrians,23532,18537.0
US-Canada Border,03/01/2008 12:00:00 AM,Truck Containers Empty,93350,24091.0
US-Mexico Border,03/01/2008 12:00:00 AM,Personal Vehicles,6894357,5222237.0
US-Canada Border,03/01/2008 12:00:00 AM,Truck Containers Full,412177,177702.0
US-Mexico Border,03/01/2008 12:00:00 AM,Trains,872,644.0
US-Canada Border,03/01/2008 12:00:00 AM,Personal Vehicle Passengers,4602875,6136398.0
US-Canada Border,03/01/2008 12:00:00 AM,Trains,2597,2440.0
US-Canada Border,03/01/2008 12:00:00 AM,Buses,8946,8399.0
US-Mexico Border,03/01/2008 12:00:00 AM,Trucks,407802,255176.0
US-Mexico Border,03/01/2008 12:00:00 AM,Rail Containers Empty,37593,12631.0
US-Mexico Border,03/01/2008 12:00:00 AM,Pedestrians,4101431,3120322.0
US-Canada Border,03/01/2008 12:00:00 AM,Train Passengers,12583,12803.0
US-Mexico Border,03/01/2008 12:00:00 AM,Buses,23070,9474.0
US-Canada Border,03/01/2008 12:00:00 AM,Trucks,507685,419175.0
US-Mexico Border,03/01/2008 12:00:00 AM,Personal Vehicle Passengers,14209226,14044657.0
US-Mexico Border,03/01/2008 12:00:00 AM,Train Passengers,1545,1000.0
US-Mexico Border,03/01/2008 12:00:00 AM,Bus Passengers,313229,137847.0
US-Mexico Border,03/01/2008 12:00:00 AM,Rail Containers Full,29397,12493.0
US-Canada Border,02/01/2008 12:00:00 AM,Rail Containers Full,109312,31860.0
US-Canada Border,02/01/2008 12:00:00 AM,Truck Containers Empty,93242,24091.0
US-Mexico Border,02/01/2008 12:00:00 AM,Buses,20564,9474.0
US-Canada Border,02/01/2008 12:00:00 AM,Truck Containers Full,399168,177702.0
US-Mexico Border,02/01/2008 12:00:00 AM,Rail Containers Full,26962,12493.0
US-Canada Border,02/01/2008 12:00:00 AM,Trucks,494703,419175.0
US-Canada Border,02/01/2008 12:00:00 AM,Pedestrians,18038,18537.0
US-Mexico Border,02/01/2008 12:00:00 AM,Bus Passengers,269605,137847.0
US-Canada Border,02/01/2008 12:00:00 AM,Personal Vehicle Passengers,3604838,6136398.0
US-Mexico Border,02/01/2008 12:00:00 AM,Rail Containers Empty,37961,12631.0
US-Mexico Border,02/01/2008 12:00:00 AM,Truck Containers Empty,148814,106850.0
US-Canada Border,02/01/2008 12:00:00 AM,Train Passengers,10630,12803.0
US-Mexico Border,02/01/2008 12:00:00 AM,Train Passengers,1696,1000.0
US-Mexico Border,02/01/2008 12:00:00 AM,Truck Containers Full,258961,134187.0
US-Canada Border,02/01/2008 12:00:00 AM,Buses,8013,8399.0
US-Canada Border,02/01/2008 12:00:00 AM,Personal Vehicles,1920308,2489564.0
US-Mexico Border,02/01/2008 12:00:00 AM,Pedestrians,3884769,3120322.0
US-Mexico Border,02/01/2008 12:00:00 AM,Trains,852,644.0
US-Canada Border,02/01/2008 12:00:00 AM,Trains,2285,2440.0
US-Canada Border,02/01/2008 12:00:00 AM,Bus Passengers,236574,162064.0
US-Mexico Border,02/01/2008 12:00:00 AM,Personal Vehicle Passengers,12146198,14044657.0
US-Mexico Border,02/01/2008 12:00:00 AM,Personal Vehicles,6304928,5222237.0
US-Canada Border,02/01/2008 12:00:00 AM,Rail Containers Empty,43865,9791.0
US-Mexico Border,02/01/2008 12:00:00 AM,Trucks,410154,255176.0
US-Canada Border,01/01/2008 12:00:00 AM,Pedestrians,18055,18537.0
US-Mexico Border,01/01/2008 12:00:00 AM,Trucks,412007,255176.0
US-Canada Border,01/01/2008 12:00:00 AM,Personal Vehicle Passengers,3853976,6136398.0
US-Canada Border,01/01/2008 12:00:00 AM,Rail Containers Empty,48289,9791.0
US-Canada Border,01/01/2008 12:00:00 AM,Rail Containers Full,111471,31860.0
US-Canada Border,01/01/2008 12:00:00 AM,Bus Passengers,225933,162064.0
US-Canada Border,01/01/2008 12:00:00 AM,Truck Containers Empty,93335,24091.0
US-Canada Border,01/01/2008 12:00:00 AM,Train Passengers,11599,12803.0
US-Mexico Border,01/01/2008 12:00:00 AM,Trains,832,644.0
US-Canada Border,01/01/2008 12:00:00 AM,Trains,2452,2440.0
US-Canada Border,01/01/2008 12:00:00 AM,Trucks,512845,419175.0
US-Mexico Border,01/01/2008 12:00:00 AM,Train Passengers,1500,1000.0
US-Canada Border,01/01/2008 12:00:00 AM,Buses,7959,8399.0
US-Mexico Border,01/01/2008 12:00:00 AM,Rail Containers Empty,36014,12631.0
US-Mexico Border,01/01/2008 12:00:00 AM,Rail Containers Full,24097,12493.0
US-Mexico Border,01/01/2008 12:00:00 AM,Truck Containers Empty,150382,106850.0
US-Mexico Border,01/01/2008 12:00:00 AM,Pedestrians,3876333,3120322.0
US-Canada Border,01/01/2008 12:00:00 AM,Truck Containers Full,416764,177702.0
US-Mexico Border,01/01/2008 12:00:00 AM,Personal Vehicles,6613012,5222237.0
US-Canada Border,01/01/2008 12:00:00 AM,Personal Vehicles,2000216,2489564.0
US-Mexico Border,01/01/2008 12:00:00 AM,Personal Vehicle Passengers,13020038,14044657.0
US-Mexico Border,01/01/2008 12:00:00 AM,Truck Containers Full,255390,134187.0
US-Mexico Border,01/01/2008 12:00:00 AM,Buses,22414,9474.0
US-Mexico Border,01/01/2008 12:00:00 AM,Bus Passengers,303108,137847.0
US-Canada Border,12/01/2007 12:00:00 AM,Truck Containers Full,351277,177702.0
US-Canada Border,12/01/2007 12:00:00 AM,Rail Containers Full,109266,31860.0
US-Canada Border,12/01/2007 12:00:00 AM,Trains,2430,2440.0
US-Mexico Border,12/01/2007 12:00:00 AM,Bus Passengers,361001,137847.0
US-Canada Border,12/01/2007 12:00:00 AM,Truck Containers Empty,80337,24091.0
US-Canada Border,12/01/2007 12:00:00 AM,Bus Passengers,254758,162064.0
US-Canada Border,12/01/2007 12:00:00 AM,Train Passengers,13765,12803.0
US-Canada Border,12/01/2007 12:00:00 AM,Personal Vehicle Passengers,4385658,6136398.0
US-Mexico Border,12/01/2007 12:00:00 AM,Buses,23760,9474.0
US-Mexico Border,12/01/2007 12:00:00 AM,Rail Containers Full,26295,12493.0
US-Canada Border,12/01/2007 12:00:00 AM,Pedestrians,19993,18537.0
US-Mexico Border,12/01/2007 12:00:00 AM,Truck Containers Empty,134428,106850.0
US-Mexico Border,12/01/2007 12:00:00 AM,Truck Containers Full,224153,134187.0
US-Mexico Border,12/01/2007 12:00:00 AM,Train Passengers,1585,1000.0
US-Canada Border,12/01/2007 12:00:00 AM,Personal Vehicles,2175942,2489564.0
US-Canada Border,12/01/2007 12:00:00 AM,Rail Containers Empty,45117,9791.0
US-Canada Border,12/01/2007 12:00:00 AM,Buses,8656,8399.0
US-Canada Border,12/01/2007 12:00:00 AM,Trucks,434458,419175.0
US-Mexico Border,12/01/2007 12:00:00 AM,Rail Containers Empty,35151,12631.0
US-Mexico Border,12/01/2007 12:00:00 AM,Personal Vehicles,7072540,5222237.0
US-Mexico Border,12/01/2007 12:00:00 AM,Personal Vehicle Passengers,14584120,14044657.0
US-Mexico Border,12/01/2007 12:00:00 AM,Pedestrians,4788991,3120322.0
US-Mexico Border,12/01/2007 12:00:00 AM,Trucks,359609,255176.0
US-Mexico Border,12/01/2007 12:00:00 AM,Trains,858,644.0
US-Canada Border,11/01/2007 12:00:00 AM,Rail Containers Full,123014,31860.0
US-Mexico Border,11/01/2007 12:00:00 AM,Personal Vehicle Passengers,13111785,14044657.0
US-Canada Border,11/01/2007 12:00:00 AM,Truck Containers Full,432003,177702.0
US-Canada Border,11/01/2007 12:00:00 AM,Pedestrians,10188,18537.0
US-Canada Border,11/01/2007 12:00:00 AM,Train Passengers,11823,12803.0
US-Canada Border,11/01/2007 12:00:00 AM,Bus Passengers,263206,162064.0
US-Canada Border,11/01/2007 12:00:00 AM,Truck Containers Empty,95740,24091.0
US-Canada Border,11/01/2007 12:00:00 AM,Personal Vehicle Passengers,4811091,6136398.0
US-Canada Border,11/01/2007 12:00:00 AM,Buses,10450,8399.0
US-Canada Border,11/01/2007 12:00:00 AM,Trains,2650,2440.0
US-Canada Border,11/01/2007 12:00:00 AM,Personal Vehicles,2412399,2489564.0
US-Mexico Border,11/01/2007 12:00:00 AM,Rail Containers Empty,40163,12631.0
US-Canada Border,11/01/2007 12:00:00 AM,Rail Containers Empty,52079,9791.0
US-Mexico Border,11/01/2007 12:00:00 AM,Truck Containers Empty,153446,106850.0
US-Canada Border,11/01/2007 12:00:00 AM,Trucks,527722,419175.0
US-Mexico Border,11/01/2007 12:00:00 AM,Buses,22631,9474.0
US-Mexico Border,11/01/2007 12:00:00 AM,Bus Passengers,279751,137847.0
US-Mexico Border,11/01/2007 12:00:00 AM,Truck Containers Full,255674,134187.0
US-Mexico Border,11/01/2007 12:00:00 AM,Pedestrians,4226540,3120322.0
US-Mexico Border,11/01/2007 12:00:00 AM,Trains,904,644.0
US-Mexico Border,11/01/2007 12:00:00 AM,Train Passengers,1699,1000.0
US-Mexico Border,11/01/2007 12:00:00 AM,Trucks,411913,255176.0
US-Mexico Border,11/01/2007 12:00:00 AM,Rail Containers Full,29729,12493.0
US-Mexico Border,11/01/2007 12:00:00 AM,Personal Vehicles,6626661,5222237.0
US-Mexico Border,10/01/2007 12:00:00 AM,Train Passengers,1783,1000.0
US-Canada Border,10/01/2007 12:00:00 AM,Buses,11469,8399.0
US-Canada Border,10/01/2007 12:00:00 AM,Truck Containers Empty,93755,24091.0
US-Canada Border,10/01/2007 12:00:00 AM,Train Passengers,13875,12803.0
US-Canada Border,10/01/2007 12:00:00 AM,Personal Vehicle Passengers,5203099,6136398.0
US-Canada Border,10/01/2007 12:00:00 AM,Bus Passengers,344879,162064.0
US-Mexico Border,10/01/2007 12:00:00 AM,Truck Containers Full,268483,134187.0
US-Canada Border,10/01/2007 12:00:00 AM,Pedestrians,25778,18537.0
US-Canada Border,10/01/2007 12:00:00 AM,Truck Containers Full,486590,177702.0
US-Mexico Border,10/01/2007 12:00:00 AM,Personal Vehicles,6757768,5222237.0
US-Mexico Border,10/01/2007 12:00:00 AM,Pedestrians,4113341,3120322.0
US-Mexico Border,10/01/2007 12:00:00 AM,Trains,944,644.0
US-Canada Border,10/01/2007 12:00:00 AM,Rail Containers Empty,53937,9791.0
US-Canada Border,10/01/2007 12:00:00 AM,Trains,2750,2440.0
US-Canada Border,10/01/2007 12:00:00 AM,Personal Vehicles,2614080,2489564.0
US-Mexico Border,10/01/2007 12:00:00 AM,Rail Containers Empty,39582,12631.0
US-Canada Border,10/01/2007 12:00:00 AM,Rail Containers Full,125692,31860.0
US-Canada Border,10/01/2007 12:00:00 AM,Trucks,582390,419175.0
US-Mexico Border,10/01/2007 12:00:00 AM,Truck Containers Empty,165404,106850.0
US-Mexico Border,10/01/2007 12:00:00 AM,Buses,22531,9474.0
US-Mexico Border,10/01/2007 12:00:00 AM,Trucks,435214,255176.0
US-Mexico Border,10/01/2007 12:00:00 AM,Bus Passengers,254367,137847.0
US-Mexico Border,10/01/2007 12:00:00 AM,Personal Vehicle Passengers,13198036,14044657.0
US-Mexico Border,10/01/2007 12:00:00 AM,Rail Containers Full,30694,12493.0
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Full,32225,12493.0
US-Canada Border,09/01/2007 12:00:00 AM,Trains,2460,2440.0
US-Canada Border,09/01/2007 12:00:00 AM,Trucks,531706,419175.0
US-Mexico Border,09/01/2007 12:00:00 AM,Trains,899,644.0
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Empty,82665,24091.0
US-Mexico Border,09/01/2007 12:00:00 AM,Pedestrians,3933156,3120322.0
US-Canada Border,09/01/2007 12:00:00 AM,Bus Passengers,354549,162064.0
US-Mexico Border,09/01/2007 12:00:00 AM,Train Passengers,1726,1000.0
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Empty,46717,9791.0
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,5133356,6136398.0
US-Canada Border,09/01/2007 12:00:00 AM,Buses,13033,8399.0
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Empty,139864,106850.0
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Full,445275,177702.0
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicles,6450165,5222237.0
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicles,2630684,2489564.0
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Full,121028,31860.0
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Full,233770,134187.0
US-Canada Border,09/01/2007 12:00:00 AM,Pedestrians,55005,18537.0
US-Canada Border,09/01/2007 12:00:00 AM,Train Passengers,23320,12803.0
US-Mexico Border,09/01/2007 12:00:00 AM,Trucks,381680,255176.0
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,12847473,14044657.0
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Empty,37443,12631.0
US-Mexico Border,09/01/2007 12:00:00 AM,Buses,21091,9474.0
US-Mexico Border,09/01/2007 12:00:00 AM,Bus Passengers,262279,137847.0
US-Canada Border,08/01/2007 12:00:00 AM,Train Passengers,35206,12803.0
US-Canada Border,08/01/2007 12:00:00 AM,Buses,15151,8399.0
US-Canada Border,08/01/2007 12:00:00 AM,Trains,2553,2440.0
US-Canada Border,08/01/2007 12:00:00 AM,Personal Vehicle Passengers,6644476,6136398.0
US-Canada Border,08/01/2007 12:00:00 AM,Bus Passengers,404137,162064.0
US-Mexico Border,08/01/2007 12:00:00 AM,Rail Containers Empty,36873,12631.0
US-Canada Border,08/01/2007 12:00:00 AM,Rail Containers Full,116050,31860.0
US-Canada Border,08/01/2007 12:00:00 AM,Truck Containers Full,467924,177702.0
US-Canada Border,08/01/2007 12:00:00 AM,Rail Containers Empty,46296,9791.0
US-Canada Border,08/01/2007 12:00:00 AM,Truck Containers Empty,88062,24091.0
US-Mexico Border,08/01/2007 12:00:00 AM,Buses,23503,9474.0
US-Mexico Border,08/01/2007 12:00:00 AM,Truck Containers Full,265884,134187.0
US-Mexico Border,08/01/2007 12:00:00 AM,Rail Containers Full,33310,12493.0
US-Canada Border,08/01/2007 12:00:00 AM,Pedestrians,101226,18537.0
US-Mexico Border,08/01/2007 12:00:00 AM,Truck Containers Empty,163601,106850.0
US-Mexico Border,08/01/2007 12:00:00 AM,Trains,903,644.0
US-Mexico Border,08/01/2007 12:00:00 AM,Personal Vehicle Passengers,13919567,14044657.0
US-Mexico Border,08/01/2007 12:00:00 AM,Train Passengers,1749,1000.0
US-Mexico Border,08/01/2007 12:00:00 AM,Trucks,432633,255176.0
US-Canada Border,08/01/2007 12:00:00 AM,Personal Vehicles,3280417,2489564.0
US-Mexico Border,08/01/2007 12:00:00 AM,Bus Passengers,309378,137847.0
US-Canada Border,08/01/2007 12:00:00 AM,Trucks,555071,419175.0
US-Mexico Border,08/01/2007 12:00:00 AM,Personal Vehicles,6709535,5222237.0
US-Mexico Border,08/01/2007 12:00:00 AM,Pedestrians,4249198,3120322.0
US-Canada Border,07/01/2007 12:00:00 AM,Bus Passengers,390318,162064.0
US-Mexico Border,07/01/2007 12:00:00 AM,Rail Containers Full,29769,12493.0
US-Canada Border,07/01/2007 12:00:00 AM,Rail Containers Full,106367,31860.0
US-Canada Border,07/01/2007 12:00:00 AM,Trucks,510805,419175.0
US-Canada Border,07/01/2007 12:00:00 AM,Truck Containers Full,422561,177702.0
US-Mexico Border,07/01/2007 12:00:00 AM,Truck Containers Empty,149709,106850.0
US-Canada Border,07/01/2007 12:00:00 AM,Train Passengers,35591,12803.0
US-Canada Border,07/01/2007 12:00:00 AM,Trains,2485,2440.0
US-Canada Border,07/01/2007 12:00:00 AM,Buses,14796,8399.0
US-Mexico Border,07/01/2007 12:00:00 AM,Trains,845,644.0
US-Canada Border,07/01/2007 12:00:00 AM,Rail Containers Empty,44201,9791.0
US-Canada Border,07/01/2007 12:00:00 AM,Personal Vehicles,3166217,2489564.0
US-Canada Border,07/01/2007 12:00:00 AM,Truck Containers Empty,78219,24091.0
US-Mexico Border,07/01/2007 12:00:00 AM,Pedestrians,4494891,3120322.0
US-Mexico Border,07/01/2007 12:00:00 AM,Buses,23258,9474.0
US-Mexico Border,07/01/2007 12:00:00 AM,Bus Passengers,369172,137847.0
US-Mexico Border,07/01/2007 12:00:00 AM,Personal Vehicle Passengers,14045607,14044657.0
US-Canada Border,07/01/2007 12:00:00 AM,Pedestrians,63886,18537.0
US-Canada Border,07/01/2007 12:00:00 AM,Personal Vehicle Passengers,6237211,6136398.0
US-Mexico Border,07/01/2007 12:00:00 AM,Truck Containers Full,256250,134187.0
US-Mexico Border,07/01/2007 12:00:00 AM,Personal Vehicles,6742846,5222237.0
US-Mexico Border,07/01/2007 12:00:00 AM,Train Passengers,1554,1000.0
US-Mexico Border,07/01/2007 12:00:00 AM,Trucks,399854,255176.0
US-Mexico Border,07/01/2007 12:00:00 AM,Rail Containers Empty,35623,12631.0
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Empty,45985,9791.0
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Full,271460,134187.0
US-Canada Border,06/01/2007 12:00:00 AM,Train Passengers,34247,12803.0
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,5376049,6136398.0
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Full,461833,177702.0
US-Canada Border,06/01/2007 12:00:00 AM,Pedestrians,40587,18537.0
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Full,112337,31860.0
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicles,2704826,2489564.0
US-Canada Border,06/01/2007 12:00:00 AM,Trains,2469,2440.0
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,13083182,14044657.0
US-Canada Border,06/01/2007 12:00:00 AM,Buses,14099,8399.0
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Full,33376,12493.0
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Empty,142058,106850.0
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Empty,82256,24091.0
US-Mexico Border,06/01/2007 12:00:00 AM,Pedestrians,4331611,3120322.0
US-Mexico Border,06/01/2007 12:00:00 AM,Buses,21977,9474.0
US-Mexico Border,06/01/2007 12:00:00 AM,Trains,863,644.0
US-Canada Border,06/01/2007 12:00:00 AM,Bus Passengers,381684,162064.0
US-Mexico Border,06/01/2007 12:00:00 AM,Trucks,414625,255176.0
US-Mexico Border,06/01/2007 12:00:00 AM,Bus Passengers,294326,137847.0
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicles,6582985,5222237.0
US-Canada Border,06/01/2007 12:00:00 AM,Trucks,551073,419175.0
US-Mexico Border,06/01/2007 12:00:00 AM,Train Passengers,1553,1000.0
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Empty,35358,12631.0
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Empty,47495,9791.0
US-Mexico Border,05/01/2007 12:00:00 AM,Train Passengers,1778,1000.0
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Empty,38180,12631.0
US-Canada Border,05/01/2007 12:00:00 AM,Bus Passengers,393720,162064.0
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Full,273262,134187.0
US-Canada Border,05/01/2007 12:00:00 AM,Trains,2708,2440.0
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Empty,81495,24091.0
US-Canada Border,05/01/2007 12:00:00 AM,Trucks,592961,419175.0
US-Mexico Border,05/01/2007 12:00:00 AM,Trains,934,644.0
US-Canada Border,05/01/2007 12:00:00 AM,Buses,13803,8399.0
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Full,483402,177702.0
US-Canada Border,05/01/2007 12:00:00 AM,Train Passengers,24359,12803.0
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Full,34472,12493.0
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,5316722,6136398.0
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicles,2487147,2489564.0
US-Canada Border,05/01/2007 12:00:00 AM,Pedestrians,44870,18537.0
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Full,113921,31860.0
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicles,7140581,5222237.0
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Empty,161952,106850.0
US-Mexico Border,05/01/2007 12:00:00 AM,Bus Passengers,250618,137847.0
US-Mexico Border,05/01/2007 12:00:00 AM,Pedestrians,4013418,3120322.0
US-Mexico Border,05/01/2007 12:00:00 AM,Trucks,439258,255176.0
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,14395843,14044657.0
US-Mexico Border,05/01/2007 12:00:00 AM,Buses,21278,9474.0
US-Canada Border,04/01/2007 12:00:00 AM,Pedestrians,26345,18537.0
US-Canada Border,04/01/2007 12:00:00 AM,Train Passengers,12859,12803.0
US-Canada Border,04/01/2007 12:00:00 AM,Rail Containers Full,117121,31860.0
US-Canada Border,04/01/2007 12:00:00 AM,Bus Passengers,280889,162064.0
US-Canada Border,04/01/2007 12:00:00 AM,Truck Containers Empty,75089,24091.0
US-Canada Border,04/01/2007 12:00:00 AM,Buses,10197,8399.0
US-Canada Border,04/01/2007 12:00:00 AM,Personal Vehicle Passengers,4228109,6136398.0
US-Canada Border,04/01/2007 12:00:00 AM,Personal Vehicles,2198229,2489564.0
US-Canada Border,04/01/2007 12:00:00 AM,Rail Containers Empty,48078,9791.0
US-Mexico Border,04/01/2007 12:00:00 AM,Truck Containers Empty,145431,106850.0
